,Ngành,Total-M,YOY,Total-YOY,YTD-YOY,Date,Month,PreMonth,MOM
2872,"Máy móc thiết bị, dụng cụ PT khác",2150,9.541620734166784,5562.652074,14.616521080764969,2019-02-28,2019-02,2019-01,-28.33333333333333
2873,Ô tô,437.7131541501976,87.99244628515547,1037.6137061501977,105.05303166353207,2019-02-28,2019-02,2019-01,-26.79514849539551
2874,Trong đó: Nguyên chiếc(*),187.71315415019765,1262.3554523871458,461.54311715019765,1343.9171829902164,2019-02-28,2019-02,2019-01,-24.28758534710161
2875,"Xe máy và linh kiện, phụ tùng",50,55.58744060838421,114.471708,41.458243056755464,2019-02-28,2019-02,2019-01,-33.33333333333334
2876,Phương tiện vận tải khác và PT,60,-19.183799476688165,141.979682,-6.276745191743018,2019-02-28,2019-02,2019-01,-29.411764705882348
2877,TỔNG TRỊ GIÁ,20800,3.129695834529997,20800,3.129695834529997,2019-01-29,2019-01,2018-12,-1.8867924528301927
2878,Khu vực kinh tế trong nước,9050,9.491986033824006,9050,9.491986033824006,2019-01-29,2019-01,2018-12,5.847953216374279
2879,Khu vực có vốn đầu tư NN,11750,-1.2881557284830052,11750,-1.2881557284830052,2019-01-29,2019-01,2018-12,-7.114624505928859
2880,Thủy sản,180,3.832247513373005,180,3.832247513373005,2019-01-29,2019-01,2018-12,20.0
2881,Sữa và sản phẩm sữa,85,3.4896994510589963,85,3.4896994510589963,2019-01-29,2019-01,2018-12,6.25
2882,Rau quả,170,7.142122228931001,170,7.142122228931001,2019-01-29,2019-01,2018-12,6.25
2883,Lúa mỳ,110,-31.199543034870302,110,-31.199543034870302,2019-01-29,2019-01,2018-12,261.8891768276944
2884,Dầu mỡ động thực vật,70,-2.9694992660613053,70,-2.9694992660613053,2019-01-29,2019-01,2018-12,7.692307692307693
2885,Thức ăn gia súc và NPL,350,4.057786606860006,350,4.057786606860006,2019-01-29,2019-01,2018-12,0.0
2886,Xăng dầu,259.714895027747,-65.37415031524961,259.714895027747,-65.37415031524961,2019-01-29,2019-01,2018-12,-29.941066221916387
2887,Khí đốt hóa lỏng,42.9909150471142,-56.821846343808,42.9909150471142,-56.821846343808,2019-01-29,2019-01,2018-12,-8.720721952585208
2888,Sản phẩm khác từ dầu mỏ,100,14.769714567720001,100,14.769714567720001,2019-01-29,2019-01,2018-12,11.111111111111114
2889,Hóa chất,450,5.264367142238996,450,5.264367142238996,2019-01-29,2019-01,2018-12,4.651162790697683
2890,Sản phẩm hoá chất,450,4.376328993353994,450,4.376328993353994,2019-01-29,2019-01,2018-12,-2.173913043478265
2891,Tân dược,260,5.443287473831006,260,5.443287473831006,2019-01-29,2019-01,2018-12,4.0
2892,Phân bón,135.994343663882,74.62082004587899,135.994343663882,74.62082004587899,2019-01-29,2019-01,2018-12,35.4497787717186
2893,Thuốc trừ sâu,100,34.855830486436986,100,34.855830486436986,2019-01-29,2019-01,2018-12,0.0
2894,Chất dẻo,780.167921224819,0.3016937535790021,780.167921224819,0.3016937535790021,2019-01-29,2019-01,2018-12,0.3157350926659319
2895,Sản phẩm chất dẻo,540,4.860560999068994,540,4.860560999068994,2019-01-29,2019-01,2018-12,3.846153846153854
2896,Cao su,122.321763445603,17.257734887767995,122.321763445603,17.257734887767995,2019-01-29,2019-01,2018-12,10.500481158199023
2897,Gỗ và sản phẩm gỗ,240,13.671726738321993,240,13.671726738321993,2019-01-29,2019-01,2018-12,2.1276595744680833
2898,Giấy các loại,190,12.736758020504993,190,12.736758020504993,2019-01-29,2019-01,2018-12,10.332346267748036
2899,Bông,283.351480122711,12.270869367664005,283.351480122711,12.270869367664005,2019-01-29,2019-01,2018-12,12.451377477986142
2900,Sợi dệt,220,11.518932467783998,220,11.518932467783998,2019-01-29,2019-01,2018-12,7.09061547233631
2901,Vải,1100,5.828623217195997,1100,5.828623217195997,2019-01-29,2019-01,2018-12,-8.333333333333343
2902,"Nguyên PL dệt, may, giày dép",460,4.647124221157,460,4.647124221157,2019-01-29,2019-01,2018-12,0.0
2903,Sắt thép,787.610174009468,-3.166729765119996,787.610174009468,-3.166729765119996,2019-01-29,2019-01,2018-12,-2.974243687971807
2904,Kim loại thường khác,556.806006391443,-6.873964080581004,556.806006391443,-6.873964080581004,2019-01-29,2019-01,2018-12,-3.9989644152684463
2905,"Điện tử, máy tính và linh kiện",3700,0.12402899270199441,3700,0.12402899270199441,2019-01-29,2019-01,2018-12,-5.128205128205138
2906,Điện thoại và linh kiện,1400,-12.038869435513504,1400,-12.038869435513504,2019-01-29,2019-01,2018-12,-12.5
2907,"Máy móc thiết bị, dụng cụ PT khác",3000,3.786541610987996,3000,3.786541610987996,2019-01-29,2019-01,2018-12,-1.639344262295083
2908,Ô tô,597.929160641308,118.872049471217,597.929160641308,118.872049471217,2019-01-29,2019-01,2018-12,3.674357083558604
2909,Trong đó: Nguyên chiếc(*),247.929160641308,1263.29082815707,247.929160641308,1263.29082815707,2019-01-29,2019-01,2018-12,-19.17227150797902
2910,"Xe máy và linh kiện, phụ tùng",75,53.73154106953501,75,53.73154106953501,2019-01-29,2019-01,2018-12,7.142857142857139
2911,Phương tiện vận tải khác và PT,85,74.229079878806,85,74.229079878806,2019-01-29,2019-01,2018-12,-46.875
2912,TỔNG TRỊ GIÁ,21200,5.336456812151553,237512.370222,11.504638554419898,2018-12-27,2018-12,2018-11,-3.6363636363636402
2913,Khu vực kinh tế trong nước,8550,4.202872518393704,94805.27552699999,11.311780581161884,2018-12-27,2018-12,2018-11,-2.8409090909090935
2914,Khu vực có vốn đầu tư NN,12650,6.116706277283043,142707.094695,11.633130679866738,2018-12-27,2018-12,2018-11,-4.166666666666657
2915,Thủy sản,150,5.9619962214375875,1716.853133,19.182090414550274,2018-12-27,2018-12,2018-11,0.0
2916,Sữa và sản phẩm sữa,80,-0.5454670880273369,963.290577,2.4829176045400203,2018-12-27,2018-12,2018-11,0.0
2917,Rau quả,160,17.16029569969872,1738.040152,12.278271098060856,2018-12-27,2018-12,2018-11,14.285714285714278
2918,Lúa mỳ,30.396045818295935,-60.3531374761417,1164.578807818296,17.131971294140342,2018-12-27,2018-12,2018-11,-68.02936793723634
2919,Dầu mỡ động thực vật,65,-10.034991820727484,738.882711,-2.9002422171957676,2018-12-27,2018-12,2018-11,-7.142857142857139
2920,Thức ăn gia súc và NPL,350,44.181205950968035,3890.755141,20.539401421037383,2018-12-27,2018-12,2018-11,6.060606060606062
2921,Xăng dầu,370.7091744364986,-50.491391636125925,7613.518468436499,7.761363958768413,2018-12-27,2018-12,2018-11,-32.09176695733454
2922,Khí đốt hóa lỏng,47.09821984435797,7.897306573785272,841.057108844358,18.283312414527472,2018-12-27,2018-12,2018-11,-12.644913204742593
2923,Sản phẩm khác từ dầu mỏ,90,32.004071885604105,966.391812,12.878306046885783,2018-12-27,2018-12,2018-11,12.5
2924,Hóa chất,430,5.571415314675136,5156.145726,25.181684930590052,2018-12-27,2018-12,2018-11,-14.0
2925,Sản phẩm hoá chất,460,6.048679391587569,5057.039041,9.840930988418293,2018-12-27,2018-12,2018-11,0.0
2926,Tân dược,250,-10.25073976007252,2790.943466,-0.9953454886849755,2018-12-27,2018-12,2018-11,4.166666666666671
2927,Phân bón,100.4020419207042,-1.0377128925246382,1168.3443779207043,-6.764130534137635,2018-12-27,2018-12,2018-11,11.557824356338003
2928,Thuốc trừ sâu,100,-0.9003785298331337,956.422223,-2.297865564631266,2018-12-27,2018-12,2018-11,11.111111111111114
2929,Chất dẻo,777.7124102257183,13.08757816070299,9096.839237225719,19.972000127048844,2018-12-27,2018-12,2018-11,-9.266719412369483
2930,Sản phẩm chất dẻo,520,3.081825645501013,5905.825318,8.058973564535336,2018-12-27,2018-12,2018-11,-5.454545454545453
2931,Cao su,110.69794643742767,14.061373387911871,1121.0613774374276,2.508759633446715,2018-12-27,2018-12,2018-11,7.935661702559344
2932,Gỗ và sản phẩm gỗ,235,12.513515745926583,2328.936937,6.790749190740229,2018-12-27,2018-12,2018-11,11.904761904761912
2933,Giấy các loại,172.20697866690807,13.601907396961039,1910.8852706669081,14.206448993472122,2018-12-27,2018-12,2018-11,0.6202284830064428
2934,Bông,251.97688679107628,34.204583546909305,3036.029909791076,28.51422364275416,2018-12-27,2018-12,2018-11,27.68642981941018
2935,Sợi dệt,205.43350043293987,15.11113312449946,2416.35622143294,32.653503182902625,2018-12-27,2018-12,2018-11,-2.793384219413298
2936,Vải,1200,17.04990143969114,12913.644656,13.465809579995238,2018-12-27,2018-12,2018-11,0.0
2937,"Nguyên PL dệt, may, giày dép",460,10.406723946139067,5740.530297,5.747791283072544,2018-12-27,2018-12,2018-11,-13.20754716981132
2938,Sắt thép,811.7537074141093,7.836271984739312,9896.27695141411,9.027902895928563,2018-12-27,2018-12,2018-11,-1.0056454373037411
2939,Kim loại thường khác,580,-0.03781931227450741,7317.249288,24.860581524535363,2018-12-27,2018-12,2018-11,4.3395484190800175
2940,"Điện tử, máy tính và linh kiện",3900,5.191563636380579,42501.305492,12.514082647382722,2018-12-27,2018-12,2018-11,-2.5
2941,Điện thoại và linh kiện,1600,-15.183911588175931,16009.846321,-2.586150476062855,2018-12-27,2018-12,2018-11,-8.57142857142857
2942,"Máy móc thiết bị, dụng cụ PT khác",3050,3.0974762262771804,33714.805312,-0.49439382800271403,2018-12-27,2018-12,2018-11,-1.6129032258064484
2943,Ô tô,576.7377560483872,-13.044726322018874,5378.618078048387,-2.5669850315497484,2018-12-27,2018-12,2018-11,-0.5624558537263482
2944,Trong đó: Nguyên chiếc(*),306.7377560483871,-13.546764209504659,1796.4733280483872,-19.943553790467817,2018-12-27,2018-12,2018-11,17.976060018610426
2945,"Xe máy và linh kiện, phụ tùng",70,98.66101905553657,646.663846,45.24183016195292,2018-12-27,2018-12,2018-11,-0.022592037702111156
2946,Phương tiện vận tải khác và PT,160,98.79361350170439,1134.4983379999999,35.11378662022341,2018-12-27,2018-12,2018-11,128.57142857142856
2947,TỔNG TRỊ GIÁ,22000,12.730119440048782,216820.092375,12.411483672966853,2018-11-29,2018-11,2018-10,6.280193236714979
2948,Khu vực kinh tế trong nước,8800,13.010945855721516,86630.18303300001,12.556754593789577,2018-11-29,2018-11,2018-10,7.975460122699388
2949,Khu vực có vốn đầu tư NN,13200,12.543675924174536,130189.909342,12.315025974258461,2018-11-29,2018-11,2018-10,5.179282868525888
2950,Thủy sản,150,2.6701943962936525,1559.635845,20.067184729726634,2018-11-29,2018-11,2018-10,7.142857142857139
2951,Sữa và sản phẩm sữa,80,10.217968984277775,889.750915,3.517960164375296,2018-11-29,2018-11,2018-10,6.666666666666671
2952,Rau quả,140,-3.9279984816231917,1576.379457,11.688234836940438,2018-11-29,2018-11,2018-10,7.692307692307693
2953,Lúa mỳ,95.07489798332249,53.53400037433184,1201.6923439833224,30.963498865328972,2018-11-29,2018-11,2018-10,14.005682571673447
2954,Dầu mỡ động thực vật,70,-3.019614532338977,677.454544,-1.6331175701566707,2018-11-29,2018-11,2018-10,7.692307692307693
2955,Thức ăn gia súc và NPL,330,27.416557329103085,3552.0454,18.995023861889095,2018-11-29,2018-11,2018-10,3.125
2956,Xăng dầu,545.8972466616663,-18.939219848041006,7291.621454661666,15.439731914091624,2018-11-29,2018-11,2018-10,6.964784201359137
2957,Khí đốt hóa lỏng,53.915829715499726,-45.50615846686564,785.2931387154997,17.664171870577277,2018-11-29,2018-11,2018-10,-15.61104042912207
2958,Sản phẩm khác từ dầu mỏ,80,35.881041719097624,872.138934,10.683670251284738,2018-11-29,2018-11,2018-10,-5.882352941176478
2959,Hóa chất,500,26.995954137493896,4743.317319,27.79632682463877,2018-11-29,2018-11,2018-10,19.04761904761905
2960,Sản phẩm hoá chất,460,7.258360990348621,4599.341981,10.29060522201209,2018-11-29,2018-11,2018-10,2.2222222222222143
2961,Tân dược,240,8.065987199070506,2531.687502,-0.3448583260959168,2018-11-29,2018-11,2018-10,9.09090909090908
2962,Phân bón,90,6.946880803316532,1057.122061,-8.208144690759568,2018-11-29,2018-11,2018-10,-19.834449397649806
2963,Thuốc trừ sâu,90,4.123154275367284,847.885151,-3.430800427196175,2018-11-29,2018-11,2018-10,5.882352941176478
2964,Chất dẻo,857.1412883882236,28.1998555819481,8337.794179388224,20.929423982470865,2018-11-29,2018-11,2018-10,6.8182193569108875
2965,Sản phẩm chất dẻo,550,8.177799489215104,5399.210413,8.834888346563446,2018-11-29,2018-11,2018-10,10.000000000000014
2966,Cao su,102.55919562755858,4.2549492925287495,1014.0076786275586,1.7493873115282952,2018-11-29,2018-11,2018-10,-12.482014709845373
2967,Gỗ và sản phẩm gỗ,210,16.21664289731943,2081.581977,5.558090622010894,2018-11-29,2018-11,2018-10,-4.545454545454547
2968,Giấy các loại,171.14548561772722,6.400212546000333,1738.6571256177272,14.26528514160384,2018-11-29,2018-11,2018-10,6.965928511079511
2969,Bông,197.34038076517052,39.241494159792666,2776.192887765171,27.661484135387383,2018-11-29,2018-11,2018-10,-8.992235643554054
2970,Sợi dệt,211.3369535429988,26.04486433013639,2213.0773355429988,34.69001256901768,2018-11-29,2018-11,2018-10,1.0900741928712137
2971,Vải,1200,10.06239856528967,11762.127864,13.579165102992576,2018-11-29,2018-11,2018-10,14.285714285714278
2972,"Nguyên PL dệt, may, giày dép",530,16.7084285023589,5322.824522,6.20437113992034,2018-11-29,2018-11,2018-10,6.0
2973,Sắt thép,820,3.494576541521212,9176.40576,10.23948285692984,2018-11-29,2018-11,2018-10,0.3959508137380823
2974,Kim loại thường khác,555.8774297837947,10.966633658151537,6778.001428783795,28.368411453941604,2018-11-29,2018-11,2018-10,3.4154808723740047
2975,"Điện tử, máy tính và linh kiện",4000,14.27582736968192,38692.410846,13.578434223334312,2018-11-29,2018-11,2018-10,5.263157894736835
2976,Điện thoại và linh kiện,1750,0.10510859072977041,14428.922308,-0.8215320070546568,2018-11-29,2018-11,2018-10,9.375
2977,"Máy móc thiết bị, dụng cụ PT khác",3100,7.203643547800837,30712.092086,-0.6850999302706811,2018-11-29,2018-11,2018-10,6.896551724137922
2978,Ô tô,580,6.8330143640285,4777.8995780000005,-1.6299233830078634,2018-11-29,2018-11,2018-10,8.827219373059322
2979,Trong đó: Nguyên chiếc(*),260,39.51407740505019,1444.969593,-23.514466591096422,2018-11-29,2018-11,2018-10,11.60958543306046
2980,"Xe máy và linh kiện, phụ tùng",70.015818,69.09124473804286,582.056111,41.966078939042944,2018-11-29,2018-11,2018-10,16.693029999999993
2981,Phương tiện vận tải khác và PT,70,-3.4332833798306694,867.016178,14.204907682683825,2018-11-29,2018-11,2018-10,-30.0
2982,TỔNG TRỊ GIÁ,20700,13.587502384631733,193842.763825,11.811874875586085,2018-10-29,2018-10,2018-09,4.545454545454547
2983,Khu vực kinh tế trong nước,8150,14.522106912404581,77496.00243200001,12.022563208367615,2018-10-29,2018-10,2018-09,10.13513513513513
2984,Khu vực có vốn đầu tư NN,12550,12.988694616807607,116346.761393,11.671979230299414,2018-10-29,2018-10,2018-09,1.209677419354847
2985,Thủy sản,140,21.22643117889777,1400.477904,21.477479093998838,2018-10-29,2018-10,2018-09,12.000000000000014
2986,Sữa và sản phẩm sữa,75,9.629408746672752,800.449373,1.7179731173717698,2018-10-29,2018-10,2018-09,0.0
2987,Rau quả,130,17.14181821078415,1427.679938,12.798864225494185,2018-10-29,2018-10,2018-09,-18.75
2988,Lúa mỳ,83.39487632430121,7.2777563250119925,1038.8154983243012,21.406060199318404,2018-10-29,2018-10,2018-09,-2.9847282584649264
2989,Dầu mỡ động thực vật,65,-11.733656498596645,612.446139,-0.6611554738383916,2018-10-29,2018-10,2018-09,-7.142857142857139
2990,Thức ăn gia súc và NPL,320,27.3919891195776,3217.47698,18.027335683078817,2018-10-29,2018-10,2018-09,-8.57142857142857
2991,Xăng dầu,510.3523096293312,-15.41335387937876,6769.227011629331,19.959092064780165,2018-10-29,2018-10,2018-09,1.455919021695422
2992,Khí đốt hóa lỏng,63.88967228611943,89.77042260898637,718.2231522861194,26.34479843158202,2018-10-29,2018-10,2018-09,18.46526334481176
2993,Sản phẩm khác từ dầu mỏ,85,3.2279564137563455,791.597514,8.574662183162758,2018-10-29,2018-10,2018-09,21.428571428571416
2994,Hóa chất,420,20.272670170543634,4176.052376,25.863972274626846,2018-10-29,2018-10,2018-09,5.0
2995,Sản phẩm hoá chất,450,13.783520783255426,4133.878338,10.492158422050892,2018-10-29,2018-10,2018-09,12.5
2996,Tân dược,220,-14.92687353800865,2279.371652,-1.6818025109376435,2018-10-29,2018-10,2018-09,10.000000000000014
2997,Phân bón,112.26767523425642,10.336998435629766,991.7819672342564,-7.092792814255404,2018-10-29,2018-10,2018-09,75.8379449124136
2998,Thuốc trừ sâu,85,2.930446772873779,762.594953,-3.6606647886890613,2018-10-29,2018-10,2018-09,30.769230769230774
2999,Chất dẻo,802.4298603258533,23.89458235727828,7424.985591325853,19.254600477923873,2018-10-29,2018-10,2018-09,10.943659040715389
3000,Sản phẩm chất dẻo,500,1.9035811101176847,4810.778501,8.046765866878715,2018-10-29,2018-10,2018-09,0.0
3001,Cao su,117.1864220680318,25.933162780908162,916.6081020680318,2.0494104992481823,2018-10-29,2018-10,2018-09,23.843435589437888
3002,Gỗ và sản phẩm gỗ,220,28.364897619833556,1879.77928,4.940522274158866,2018-10-29,2018-10,2018-09,10.000000000000014
3003,Giấy các loại,160,16.15139018295855,1545.288357,13.561828513688809,2018-10-29,2018-10,2018-09,1.3552702754461308
3004,Bông,216.83906000839278,16.531866776903854,2588.9632900083925,27.351536046748166,2018-10-29,2018-10,2018-09,-12.47850249187573
3005,Sợi dệt,209.0580655226209,37.558756985975464,1988.6190495226208,34.78312627224517,2018-10-29,2018-10,2018-09,3.3452047351485703
3006,Vải,1050,5.468047048403818,10460.809128,12.89949191412451,2018-10-29,2018-10,2018-09,7.142857142857139
3007,"Nguyên PL dệt, may, giày dép",500,6.083612349323175,4768.606012,4.626401219203615,2018-10-29,2018-10,2018-09,8.695652173913032
3008,Sắt thép,816.7660083436274,2.5962476000739514,8326.792182343626,10.555838518166127,2018-10-29,2018-10,2018-09,-1.8801828349161696
3009,Kim loại thường khác,537.5185853168426,15.42046740285528,6210.316380316843,29.945357729223872,2018-10-29,2018-10,2018-09,9.209155583567167
3010,"Điện tử, máy tính và linh kiện",3800,15.985593174303531,34613.150108999995,13.239265531276672,2018-10-29,2018-10,2018-09,0.0
3011,Điện thoại và linh kiện,1600,-16.906101777672376,12597.28912,-1.585830683452599,2018-10-29,2018-10,2018-09,-11.111111111111114
3012,"Máy móc thiết bị, dụng cụ PT khác",2900,15.915413277299976,27483.934345,-1.9560498212904207,2018-10-29,2018-10,2018-09,3.5714285714285836
3013,Ô tô,532.954901670107,22.94204457365032,4142.996452670107,-3.967542590089849,2018-10-29,2018-10,2018-09,9.988131764888891
3014,Trong đó: Nguyên chiếc(*),232.95490167010698,50.564164346209196,1155.6546146701069,-32.13390379028277,2018-10-29,2018-10,2018-09,26.22400366241206
3015,"Xe máy và linh kiện, phụ tùng",60,48.48826326493912,505.10612,37.03758372573421,2018-10-29,2018-10,2018-09,20.0
3016,Phương tiện vận tải khác và PT,100,71.10588625979182,777.134445,13.171535840274416,2018-10-29,2018-10,2018-09,53.84615384615387
3017,TỔNG TRỊ GIÁ,19800,8.003854655608961,173520.856321,11.847007402799974,2018-09-28,2018-09,2018-08,-5.714285714285722
3018,Khu vực kinh tế trong nước,7400,9.91048419928174,69337.027434,11.721485922336555,2018-09-28,2018-09,2018-08,-7.5
3019,Khu vực có vốn đầu tư NN,12400,6.897221573460271,104183.828887,11.930701625529096,2018-09-28,2018-09,2018-08,-4.615384615384613
3020,Thủy sản,125,2.2240686160660346,1265.912382,22.02929032916296,2018-09-28,2018-09,2018-08,-10.714285714285708
3021,Sữa và sản phẩm sữa,75,4.480031302774606,745.821126,3.799947910269168,2018-09-28,2018-09,2018-08,-16.666666666666657
3022,Rau quả,160,17.080328908792097,1304.471793,12.969659833672509,2018-09-28,2018-09,2018-08,-23.80952380952381
3023,Lúa mỳ,85.96056561742066,16.239737414349875,963.8598416174207,23.902753450032122,2018-09-28,2018-09,2018-08,7.090397968376962
3024,Dầu mỡ động thực vật,70,-2.7124924553537824,552.892173,1.843977724511305,2018-09-28,2018-09,2018-08,16.66666666666667
3025,Thức ăn gia súc và NPL,350,37.3798109173365,2861.163623,15.609544147254667,2018-09-28,2018-09,2018-08,40.0
3026,Xăng dầu,503.0286202623595,-3.971060345083089,6244.06672226236,23.900104421220675,2018-09-28,2018-09,2018-08,-8.208998224722691
3027,Khí đốt hóa lỏng,53.931144440339864,-30.66902108414091,620.9625384403398,16.11204867872648,2018-09-28,2018-09,2018-08,-16.94240769493109
3028,Sản phẩm khác từ dầu mỏ,70,3.360255185248093,714.120129,10.418559105757396,2018-09-28,2018-09,2018-08,-6.666666666666671
3029,Hóa chất,400,17.79314102672494,3754.216991,26.459849046590108,2018-09-28,2018-09,2018-08,-4.761904761904773
3030,Sản phẩm hoá chất,400,0.38392509745015957,3688.703242,10.247316403664058,2018-09-28,2018-09,2018-08,-9.090909090909093
3031,Tân dược,200,-11.184259754777074,2050.377775,-0.4555427841323336,2018-09-28,2018-09,2018-08,-20.0
3032,Phân bón,63.847240304234624,9.36271515086895,858.0519153042346,-11.151529981917918,2018-09-28,2018-09,2018-08,-26.451830661021617
3033,Thuốc trừ sâu,65,-0.4496856170440964,668.470719,-5.7152976140954905,2018-09-28,2018-09,2018-08,-13.333333333333329
3034,Chất dẻo,723.2769022259922,13.134214712933684,6603.472142225992,18.373799077881372,2018-09-28,2018-09,2018-08,-2.6187545059195116
3035,Sản phẩm chất dẻo,500,-4.740477357051503,4319.88084,9.037328734744918,2018-09-28,2018-09,2018-08,-3.8461538461538396
3036,Cao su,94.62465370915967,4.73710614446361,802.8412147091597,-0.28623600834094987,2018-09-28,2018-09,2018-08,0.7633294552216654
3037,Gỗ và sản phẩm gỗ,200,14.408169599082484,1666.347301,2.8676599864103878,2018-09-28,2018-09,2018-08,0.0
3038,Giấy các loại,157.86056271684657,21.700683914273355,1391.8938287168464,13.81026108369096,2018-09-28,2018-09,2018-08,2.582965128013754
3039,Bông,247.75519864506944,14.199206836231525,2405.4396396450693,30.245563488174298,2018-09-28,2018-09,2018-08,-18.687316743877744
3040,Sợi dệt,202.2910168482336,35.70230904762815,1781.7394898482335,34.628996524210805,2018-09-28,2018-09,2018-08,-12.068752118222363
3041,Vải,980,7.6198305852141175,9388.474067,13.524031121676686,2018-09-28,2018-09,2018-08,-14.782608695652172
3042,"Nguyên PL dệt, may, giày dép",460,2.0785869887876913,4259.188928,4.227878758962888,2018-09-28,2018-09,2018-08,-4.166666666666657
3043,Sắt thép,832.4169693156292,22.952821759605783,7556.6595743156295,12.188931242308328,2018-09-28,2018-09,2018-08,-4.544110837840321
3044,Kim loại thường khác,492.19187021873074,10.02846145281002,5709.76700221873,32.370604591261895,2018-09-28,2018-09,2018-08,-20.418681666730578
3045,"Điện tử, máy tính và linh kiện",3800,3.628106652453681,31085.85591,13.908843924207304,2018-09-28,2018-09,2018-08,2.7027027027026946
3046,Điện thoại và linh kiện,1800,-8.255124441497912,11091.260402,1.9909703173502038,2018-09-28,2018-09,2018-08,-5.26315789473685
3047,"Máy móc thiết bị, dụng cụ PT khác",2800,5.5955866559884555,24630.175118,-3.5262221804701284,2018-09-28,2018-09,2018-08,-5.0847457627118615
3048,Ô tô,484.55673636620514,26.901946466048372,3544.4373363662053,-8.664100373110287,2018-09-28,2018-09,2018-08,-0.32138712765336663
3049,Trong đó: Nguyên chiếc(*),184.55673636620514,14.71361330522258,866.1451873662052,-44.05194757724043,2018-09-28,2018-09,2018-08,-0.8394218633869315
3050,"Xe máy và linh kiện, phụ tùng",50,31.58612227487771,442.266987,34.76261609284896,2018-09-28,2018-09,2018-08,-23.076923076923066
3051,Phương tiện vận tải khác và PT,65,5.754609412270867,674.017898,7.28603183734144,2018-09-28,2018-09,2018-08,0.0
3052,TỔNG TRỊ GIÁ,21000,,152657,11.584454099520428,2018-08-29,2018-08,2018-07,6.060606060606062
3053,Khu vực kinh tế trong nước,8000,,61851,11.786520036358112,2018-08-29,2018-08,2018-07,-2.439024390243901
3054,Khu vực có vốn đầu tư NN,13000,,90806,11.44723783471511,2018-08-29,2018-08,2018-07,12.068965517241367
3055,Thủy sản,140,,1147.390817,25.383701566305646,2018-08-29,2018-08,2018-07,0.0
3056,Sữa và sản phẩm sữa,90,,659.625874,1.9934170037537058,2018-08-29,2018-08,2018-07,12.5
3057,Rau quả,210,,1140.6124089999998,12.038768367191352,2018-08-29,2018-08,2018-07,16.66666666666667
3058,Lúa mỳ,80.26916254695794,,817.999038546958,16.198772494179806,2018-08-29,2018-08,2018-07,-14.506076536826868
3059,Dầu mỡ động thực vật,60,,478.733221,1.6570087106302793,2018-08-29,2018-08,2018-07,9.09090909090908
3060,Thức ăn gia súc và NPL,250,,2459.536017,10.785790641948026,2018-08-29,2018-08,2018-07,0.0
3061,Xăng dầu,548.0151763610489,,5709.610726361049,26.437219513767346,2018-08-29,2018-08,2018-07,-20.577510672311746
3062,Khí đốt hóa lỏng,64.93222707714887,,562.5417530771489,23.09231829614366,2018-08-29,2018-08,2018-07,-11.042357248319377
3063,Sản phẩm khác từ dầu mỏ,75,,642.073456,10.890655925260305,2018-08-29,2018-08,2018-07,0.0
3064,Hóa chất,420,,3318.49623,26.220586983076714,2018-08-29,2018-08,2018-07,-6.666666666666671
3065,Sản phẩm hoá chất,440,,3263.82592,10.736747184580594,2018-08-29,2018-08,2018-07,4.761904761904773
3066,Tân dược,250,,1890.386083,3.0421491639648366,2018-08-29,2018-08,2018-07,0.0
3067,Phân bón,86.81010129561096,,792.728722295611,-12.63410709918638,2018-08-29,2018-08,2018-07,3.1566014780042053
3068,Thuốc trừ sâu,75,,614.076367,-4.6018036259852835,2018-08-29,2018-08,2018-07,-16.666666666666657
3069,Chất dẻo,742.7271016675978,,5786.107639667598,17.147068134208055,2018-08-29,2018-08,2018-07,-1.1898680758035738
3070,Sản phẩm chất dẻo,520,,3802.701438,10.641592373422498,2018-08-29,2018-08,2018-07,8.333333333333329
3071,Cao su,93.9078276003276,,704.6177386003276,-1.4246170087679104,2018-08-29,2018-08,2018-07,10.816977962050899
3072,Gỗ và sản phẩm gỗ,200,,1463.699263,1.2883504758445525,2018-08-29,2018-08,2018-07,5.263157894736835
3073,Giấy các loại,153.8857475213859,,1221.7041415213857,11.746389245466787,2018-08-29,2018-08,2018-07,-7.0105580858883485
3074,Bông,304.694407715804,,2179.456717715804,33.71724052992931,2018-08-29,2018-08,2018-07,-6.536127418973479
3075,Sợi dệt,230.05589221275596,,1588.7896262127558,35.2881703133763,2018-08-29,2018-08,2018-07,10.719530986323704
3076,Vải,1150,,8541.251221,16.058763178999442,2018-08-29,2018-08,2018-07,0.0
3077,"Nguyên PL dệt, may, giày dép",480,,3803.686175,4.617964036717908,2018-08-29,2018-08,2018-07,-4.0
3078,Sắt thép,872.0435969136761,,6676.142187913676,10.192206033380202,2018-08-29,2018-08,2018-07,-7.243873684951581
3079,Kim loại thường khác,618.4766481971776,,5254.198651197177,35.9029903977885,2018-08-29,2018-08,2018-07,-30.939935110410147
3080,"Điện tử, máy tính và linh kiện",3700,,26854.348443,13.67806586836116,2018-08-29,2018-08,2018-07,12.12121212121211
3081,Điện thoại và linh kiện,1900,,9294.984162,4.288212903319362,2018-08-29,2018-08,2018-07,111.11111111111111
3082,"Máy móc thiết bị, dụng cụ PT khác",2950,,21817.526581,-4.638713613031683,2018-08-29,2018-08,2018-07,-1.6666666666666714
3083,Ô tô,486.11906045156593,,2981.201836451566,-14.79422974922251,2018-08-29,2018-08,2018-07,-3.6562044204458033
