,Phân Loại,Số dự án,Vốn đăng ký cấp mới,Vốn đăng ký điều chỉnh,Vốn đăng ký,Date,Month,PreMonth,Số dự án trong tháng,Vốn đăng ký cấp mới trong tháng,Vốn đăng ký điều chỉnh trong tháng,Vốn đăng ký trong tháng,Vùng Miền,Trong Nước
0,TỔNG SỐ,966,7110.212866,1234.6289316636917,8344.841797663692,2024-04-29,2024-04,2024-03,322,2336.203461369998,300.02943409312525,2636.232895463124,TỔNG SỐ,TỔNG SỐ
1,Bà Rịa - Vũng Tàu,17,1521.095655,-9.557457,1511.5381980000002,2024-04-29,2024-04,2024-03,12,1225.679913,-9.557457,1174.7160090000002,Miền Nam,Trong Nước
2,Hà Nội,73,1008.129751,78.9988955675,1087.1286465675,2024-04-29,2024-04,2024-03,26,103.88374876,57.432063333125,161.31581209312503,Miền Bắc,Trong Nước
3,Quảng Ninh,15,737.965228,-4.507555,733.457673,2024-04-29,2024-04,2024-03,5,163.22962800000005,2.705882,165.93551000000002,Miền Bắc,Trong Nước
4,Bắc Ninh,142,595.713546,369.239816625,964.953362625,2024-04-29,2024-04,2024-03,54,114.61402299999997,129.485,244.099023,Miền Bắc,Trong Nước
5,Thái Nguyên,7,470.657,11.81,482.467,2024-04-29,2024-04,2024-03,0,0.0,5.000000000000001,5.0,Miền Bắc,Trong Nước
6,Hưng Yên,19,434.336296,-48.001233,386.335063,2024-04-29,2024-04,2024-03,5,117.837354,-48.001233,117.61433999999997,Miền Bắc,Trong Nước
7,Đồng Nai,33,383.818296,149.824973,533.6432689999999,2024-04-29,2024-04,2024-03,9,106.97999999999996,6.449999999999989,113.4299999999999,Miền Nam,Trong Nước
8,Hải Phòng,37,235.718009,58.03,293.748009,2024-04-29,2024-04,2024-03,13,31.366197099999994,11.380000000000003,42.74619710000002,Miền Bắc,Trong Nước
9,Bình Dương,55,229.743684,17.482818,247.226502,2024-04-29,2024-04,2024-03,21,70.355627,3.570400000000001,73.926027,Miền Nam,Trong Nước
10,Long An,36,209.702759,76.51542225,286.21818125,2024-04-29,2024-04,2024-03,12,16.508935999999977,33.931832,50.44076799999999,Miền Nam,Trong Nước
11,Thanh Hóa,11,176.933333,0,176.933333,2024-04-29,2024-04,2024-03,,,,,Miền Bắc,Trong Nước
12,Nam Định,13,135.821065,6.320479,142.141544,2024-04-29,2024-04,2024-03,6,57.22106500000001,9.95,67.17106500000001,Miền Bắc,Trong Nước
13,Bắc Giang,23,133.790653,140.0173363125,273.8079893125,2024-04-29,2024-04,2024-03,8,29.249993999999987,140.0173363125,23.029994000000016,Miền Bắc,Trong Nước
14,TP. Hồ Chí Minh,357,129.697846,72.40872272119141,202.10656872119142,2024-04-29,2024-04,2024-03,110,21.806555000000017,23.187768500000004,44.994323500000036,Miền Nam,Trong Nước
15,Thái Bình,9,99.153917,5,104.153917,2024-04-29,2024-04,2024-03,2,7.050000000000011,0,7.050000000000011,Miền Bắc,Trong Nước
16,Quảng Nam,6,87.061285,0,87.061285,2024-04-29,2024-04,2024-03,,,,,Miền Trung,Trong Nước
17,Tây Ninh,7,65.3,73.7206038125,139.02060381249998,2024-04-29,2024-04,2024-03,,,,,Miền Nam,Trong Nước
18,Vĩnh Phúc,16,64.808341,94.77,159.578341,2024-04-29,2024-04,2024-03,6,11.0,0.0,11.0,Miền Bắc,Trong Nước
19,Hải Dương,17,64.74,9.22,73.96,2024-04-29,2024-04,2024-03,,,,,Miền Bắc,Trong Nước
20,Hà Nam,10,61.78,12.906551,74.68655100000001,2024-04-29,2024-04,2024-03,0,0.0,4.625,4.625,Miền Bắc,Trong Nước
21,Xin-ga-po,138,2590.792114,57.0990068125,2647.8911208125,2024-04-29,2024-04,2024-03,39,306.8106537799995,1.0033749999999984,307.8140287799997,Châu Á,Nước Ngoài
22,Đặc khu hành chính Hồng Kông (TQ),99,898.603419,260.11668225,1158.72010125,2024-04-29,2024-04,2024-03,35,65.56214399999999,59.428987000000006,124.991131,Châu Á,Nước Ngoài
23,Nhật Bản,73,814.107752,62.859648703125,876.967400703125,2024-04-29,2024-04,2024-03,30,357.75362671000005,27.151923203125,384.90554991312507,Châu Á,Nước Ngoài
24,Trung Quốc,278,740.173444,90.7164113125,830.8898553125,2024-04-29,2024-04,2024-03,99,258.90718215,53.522052,312.42923414999996,Châu Á,Nước Ngoài
25,Thổ Nhĩ Kỳ,2,730.125,19,749.125,2024-04-29,2024-04,2024-03,,,,,Châu Âu,Châu Âu
26,Đài Loan,65,512.26522,60.01102,572.27624,2024-04-29,2024-04,2024-03,22,404.5345317,6.6000002599999945,411.13453196,Châu Á,Nước Ngoài
27,Hàn Quốc,118,281.295412,262.0639181793164,543.3593301793164,2024-04-29,2024-04,2024-03,35,32.703361279999996,107.29453662999998,139.99789791,Châu Á,Nước Ngoài
28,Xa-moa,16,153.375,171.19,324.565,2024-04-29,2024-04,2024-03,6,56.5,30.44999999999999,86.94999999999999,Châu Úc,Nước Ngoài
29,Vương quốc Anh,14,97.812455,10.041383,107.853838,2024-04-29,2024-04,2024-03,1,0.30725881000000754,1.4000000000000004,1.707258809999999,Châu Âu,Nước Ngoài
30,Hoa Kỳ,33,64.578798,0.25552740625,64.83432540625,2024-04-29,2024-04,2024-03,10,58.786007000000005,0.0,58.786007000000005,Châu Mỹ,Nước Ngoài
31,Ca-na-da,7,40.511279,0,40.511279,2024-04-29,2024-04,2024-03,,,,,Châu Mỹ,Nước Ngoài
32,I-ta-li-a,2,39.48,-39,0.4799999999999969,2024-04-29,2024-04,2024-03,1,0.17999999999999972,0.29999999999999716,0.4799999999999969,Châu Âu,Nước Ngoài
33,Thái Lan,10,36.824069,16,52.824069,2024-04-29,2024-04,2024-03,4,6.282121610000001,0,6.282121609999997,Châu Á,Nước Ngoài
34,Hà Lan,5,30.542081,52.793756,83.335837,2024-04-29,2024-04,2024-03,,,,,Châu Âu,Nước Ngoài
35,Quần đảo Cay-man,1,27.81,0,27.81,2024-04-29,2024-04,2024-03,,,,,Châu Mỹ,Nước Ngoài
36,Xây-Sen,7,15.622188,-21.15,-5.527811999999999,2024-04-29,2024-04,2024-03,2,7.999999999999999,-21.15,-5.527811999999999,Châu Phi,Nước Ngoài
37,Ôx-trây-li-a,16,11.34167,2.157008,13.498678,2024-04-29,2024-04,2024-03,,,,,Châu Úc,Nước Ngoài
38,Quần đảo Vigin thuộc Anh,4,4.684448,41,45.684448,2024-04-29,2024-04,2024-03,2,1.1062509999999999,6.5,7.606251,Châu Mỹ,Nước Ngoài
39,Ma-lai-xi-a,14,4.416439,0.17974,4.596178999999999,2024-04-29,2024-04,2024-03,3,0.3430008399999993,0.535,0.878000839999999,Châu Á,Nước Ngoài
40,TỔNG SỐ,644,4774.009404630002,934.5994975705664,5708.608902200568,2024-03-29,2024-03,2024-02,239,1178.0716226300024,492.5025510525001,1670.574173682502,TỔNG SỐ,TỔNG SỐ
41,Hà Nội,47,904.24600224,21.566832234375,925.812834474375,2024-03-29,2024-03,2024-02,20,34.41429690000007,12.485748,46.90004490000001,Miền Bắc,Trong Nước
42,Quảng Ninh,10,574.7356,-7.213437,567.522163,2024-03-29,2024-03,2024-02,2,96.39999999999998,0.0,96.39999999999998,Miền Bắc,Trong Nước
43,Bắc Ninh,88,481.099523,239.754816625,720.854339625,2024-03-29,2024-03,2024-02,34,309.699975,137.196431,446.89640599999996,Miền Bắc,Trong Nước
44,Thái Nguyên,7,470.657,6.81,477.467,2024-03-29,2024-03,2024-02,4,12.799999999999955,2.0,14.799999999999955,Miền Bắc,Trong Nước
45,Hưng Yên,14,316.498942,-47.778219,268.720723,2024-03-29,2024-03,2024-02,6,127.29368299999999,-47.778219,118.343683,Miền Bắc,Trong Nước
46,Bà Rịa - Vũng Tàu,5,295.415742,41.406447,336.82218900000004,2024-03-29,2024-03,2024-02,1,8.0,41.406447,49.406447000000014,Miền Nam,Trong Nước
47,Đồng Nai,24,276.838296,143.374973,420.213269,2024-03-29,2024-03,2024-02,5,42.35000000000002,111.75000000000001,154.10000000000002,Miền Nam,Trong Nước
48,Hải Phòng,24,204.3518119,46.65,251.0018119,2024-03-29,2024-03,2024-02,4,37.5,36.0,73.5,Miền Bắc,Trong Nước
49,Long An,24,193.193823,42.58359025,235.77741325,2024-03-29,2024-03,2024-02,9,83.04592000000001,18.338563,101.38448299999999,Miền Nam,Trong Nước
50,Bình Dương,34,159.388057,13.912418,173.300475,2024-03-29,2024-03,2024-02,17,76.685709,0.8399999999999999,77.525709,Miền Nam,Trong Nước
51,TP. Hồ Chí Minh,247,107.89129099999998,49.220954221191406,157.1122452211914,2024-03-29,2024-03,2024-02,103,73.90129362999998,6.8994309375,80.80072456749998,Miền Nam,Trong Nước
52,Bắc Giang,15,104.540659,146.2373363125,250.7779953125,2024-03-29,2024-03,2024-02,1,0.16803300000000831,146.2373363125,250.7779953125,Miền Bắc,Trong Nước
53,Thái Bình,7,92.103917,5,97.103917,2024-03-29,2024-03,2024-02,1,13.773117,4,17.773117,Miền Bắc,Trong Nước
54,Nam Định,7,78.6,-3.629521,74.970479,2024-03-29,2024-03,2024-02,,,,,Miền Bắc,Trong Nước
55,Hà Nam,10,61.78,8.281551,70.06155100000001,2024-03-29,2024-03,2024-02,6,38.8,6.882652,45.682652000000004,Miền Bắc,Trong Nước
56,Vĩnh Phúc,10,53.808341,94.77,148.578341,2024-03-29,2024-03,2024-02,4,13.259727999999996,92.27,105.52972799999999,Miền Bắc,Trong Nước
57,Nghệ An,1,40,26.968938,66.96893800000001,2024-03-29,2024-03,2024-02,0,0,26.968938,26.96893800000001,Miền Bắc,Trong Nước
58,Xin-ga-po,99,2283.9814602200004,56.0956318125,2340.0770920325003,2024-03-29,2024-03,2024-02,35,347.64140791000045,10.4509018125,358.09230972250043,Châu Á,Nước Ngoài
59,Đặc khu hành chính Hồng Kông (TQ),64,833.041275,200.68769525,1033.72897025,2024-03-29,2024-03,2024-02,26,372.36229700000007,148.312918,520.675215,Châu Á,Nước Ngoài
60,Trung Quốc,179,481.26626185000003,37.1943593125,518.4606211625,2024-03-29,2024-03,2024-02,48,99.70481000000001,29.473412999999997,129.178223,Châu Á,Nước Ngoài
61,Nhật Bản,43,456.35412528999996,35.7077255,492.06185078999994,2024-03-29,2024-03,2024-02,16,47.95817889,34.862271500000006,82.82045038999996,Châu Á,Nước Ngoài
62,Hàn Quốc,83,248.59205072,154.7693815493164,403.3614322693164,2024-03-29,2024-03,2024-02,31,110.68666572000001,92.93166199999999,203.61832772000002,Châu Á,Nước Ngoài
63,Đài Loan,43,107.7306883,53.41101974000001,161.14170804,2024-03-29,2024-03,2024-02,20,40.784158000000005,12.94999974000001,53.73415774,Châu Á,Nước Ngoài
64,Vương quốc Anh,13,97.50519618999999,8.641383,106.14657919,2024-03-29,2024-03,2024-02,4,70.56772799999999,0.0,70.56772799999999,Châu Âu,Nước Ngoài
65,Xa-moa,10,96.875,140.74,237.615,2024-03-29,2024-03,2024-02,3,43.1,4.0,47.099999999999994,Châu Úc,Nước Ngoài
66,I-ta-li-a,1,39.3,-39.3,0.0,2024-03-29,2024-03,2024-02,0,0.0,0.0,0.0,Châu Âu,Nước Ngoài
67,Thái Lan,6,30.54194739,16,46.541947390000004,2024-03-29,2024-03,2024-02,1,0.024678999999999007,0,0.024679000000006113,Châu Á,Nước Ngoài
68,Xây-Sen,5,7.622188,0.85,8.472188000000001,2024-03-29,2024-03,2024-02,4,4.122188,0.0,4.122188000000001,Châu Phi,Nước Ngoài
69,Hoa Kỳ,23,5.792791,0.25552740625,6.04831840625,2024-03-29,2024-03,2024-02,11,2.5711120000000003,0.287,2.858112,Châu Mỹ,Nước Ngoài
70,Ma-lai-xi-a,11,4.07343816,-0.35526,3.7181781600000003,2024-03-29,2024-03,2024-02,,,,,Châu Á,Nước Ngoài
71,Quần đảo Vigin thuộc Anh,2,3.578197,34.5,38.078197,2024-03-29,2024-03,2024-02,1,1.2000009999999999,2.0,3.2000010000000003,Châu Mỹ,Nước Ngoài
72,TỔNG SỐ,405,3595.9377819999995,442.0969465180663,4038.034728518066,2024-02-29,2024-02,2024-01,215,1584.8222520400002,206.68751240624994,1791.5097644462503,TỔNG SỐ,TỔNG SỐ
73,Hà Nội,27,869.83170534,9.081084234375,878.912789574375,2024-02-29,2024-02,2024-01,17,9.98792299999991,3.985779,13.97370199999989,Miền Bắc,Trong Nước
74,Quảng Ninh,8,478.3356,-7.213437,471.122163,2024-02-29,2024-02,2024-01,6,465.8356,0.0,465.8356,Miền Bắc,Trong Nước
75,Thái Nguyên,3,457.857,4.81,462.66700000000003,2024-02-29,2024-02,2024-01,,,,,Miền Bắc,Trong Nước
76,Bà Rịa - Vũng Tàu,4,287.415742,0,287.415742,2024-02-29,2024-02,2024-01,2,8.14858300000003,0,8.14858300000003,Miền Nam,Trong Nước
77,Đồng Nai,19,234.488296,31.624973,266.113269,2024-02-29,2024-02,2024-01,14,95.73046599999998,6.3775590000000015,102.108025,Miền Nam,Trong Nước
78,Hưng Yên,8,189.205259,-38.828219,150.37704000000002,2024-02-29,2024-02,2024-01,5,55.870000000000005,7.769505000000002,63.639505000000014,Miền Bắc,Trong Nước
79,Bắc Ninh,54,171.399548,102.558385625,273.957933625,2024-02-29,2024-02,2024-01,33,41.60000000000002,68.733893,110.33389300000002,Miền Bắc,Trong Nước
80,Hải Phòng,20,166.8518119,10.65,177.5018119,2024-02-29,2024-02,2024-01,9,26.88953090000001,3.0,29.88953090000001,Miền Bắc,Trong Nước
81,Long An,15,110.147903,24.24502725,134.39293025,2024-02-29,2024-02,2024-01,9,98.411063,14.91,113.32106300000001,Miền Nam,Trong Nước
82,Bắc Giang,14,104.372626,147.2357173125,251.60834331249998,2024-02-29,2024-02,2024-01,6,40.75,15.155704999999983,55.90570499999998,Miền Bắc,Trong Nước
83,Bình Dương,17,82.702348,13.072418,95.774766,2024-02-29,2024-02,2024-01,13,39.773903,7.794920000000001,47.568822999999995,Miền Nam,Trong Nước
84,Thái Bình,6,78.3308,1,79.3308,2024-02-29,2024-02,2024-01,3,14.979999999999997,0,14.980000000000004,Miền Bắc,Trong Nước
85,Vĩnh Phúc,6,40.548613,2.5,43.048613,2024-02-29,2024-02,2024-01,,,,,Miền Bắc,Trong Nước
86,Nghệ An,1,40,0,40,2024-02-29,2024-02,2024-01,,,,,Miền Bắc,Trong Nước
87,TP. Hồ Chí Minh,144,33.98999737,42.321523283691405,76.3115206536914,2024-02-29,2024-02,2024-01,64,10.210849749999998,33.44316059375,43.654010343749995,Miền Nam,Trong Nước
88,Thanh Hóa,3,32.133333,0,32.133333,2024-02-29,2024-02,2024-01,,,,,Miền Bắc,Trong Nước
89,Thừa Thiên - Huế,6,28.591,0,28.591,2024-02-29,2024-02,2024-01,2,12.5,0,12.5,Miền Trung,Trong Nước
90,Ninh Bình,3,28.390045,0,28.390045,2024-02-29,2024-02,2024-01,,,,,Miền Bắc,Trong Nước
91,Hà Nam,4,22.98,1.398899,24.378899,2024-02-29,2024-02,2024-01,1,6.0,0.0,6.0,Miền Bắc,Trong Nước
92,Đà Nẵng,11,21.625894,0.176387,21.802280999999997,2024-02-29,2024-02,2024-01,,,,,Miền Trung,Trong Nước
93,Xin-ga-po,64,1936.34005231,45.64473,1981.98478231,2024-02-29,2024-02,2024-01,34,617.8883499000001,29.620572000000003,647.5089219000001,Châu Á,Nước Ngoài
94,Đặc khu hành chính Hồng Kông (TQ),38,460.678978,52.37477725,513.05375525,2024-02-29,2024-02,2024-01,21,386.01564499999995,41.157252,427.17289700000003,Châu Á,Nước Ngoài
95,Nhật Bản,27,408.39594639999996,0.845454,409.2414004,2024-02-29,2024-02,2024-01,14,105.78839099999999,10.773684,116.562075,Châu Á,Nước Ngoài
96,Trung Quốc,131,381.56145185,7.7209463125,389.28239816250004,2024-02-29,2024-02,2024-01,72,239.51134400000004,9.627059,249.13840300000007,Châu Á,Nước Ngoài
97,Hàn Quốc,52,137.905385,61.837719549316404,199.7431045493164,2024-02-29,2024-02,2024-01,28,118.19093699999999,45.484055,163.67499199999997,Châu Á,Nước Ngoài
98,Đài Loan,23,66.94653029999999,40.46102,107.4075503,2024-02-29,2024-02,2024-01,12,52.79999999999999,18.249999999999996,71.05,Châu Á,Nước Ngoài
99,Xa-moa,7,53.775,136.74,190.51500000000001,2024-02-29,2024-02,2024-01,3,4.350000000000001,5.100000000000023,9.450000000000017,Châu Úc,Nước Ngoài
100,Ca-na-da,3,40.407332,0,40.407332,2024-02-29,2024-02,2024-01,2,0.5070829999999944,0,0.5070829999999944,Châu Mỹ,Nước Ngoài
101,I-ta-li-a,1,39.3,-39.3,0.0,2024-02-29,2024-02,2024-01,0,0.0,0.0,0.0,Châu Âu,Nước Ngoài
102,Thái Lan,5,30.51726839,16,46.51726839,2024-02-29,2024-02,2024-01,4,30.23726839,0,30.237268389999997,Châu Á,Nước Ngoài
103,Vương quốc Anh,9,26.93746819,8.641383,35.57885119,2024-02-29,2024-02,2024-01,5,26.867131190000002,8.641383,35.50851419,Châu Âu,Nước Ngoài
104,Xây-Sen,1,3.5,0.85,4.35,2024-02-29,2024-02,2024-01,0,0.0,0.85,0.8499999999999996,Châu Phi,Nước Ngoài
105,Hoa Kỳ,12,3.221679,-0.03147259375,3.1902064062499997,2024-02-29,2024-02,2024-01,5,0.5421779999999998,-0.03147259375,0.5107054062499996,Châu Mỹ,Nước Ngoài
106,Quần đảo Vigin thuộc Anh,1,2.378196,32.5,34.878196,2024-02-29,2024-02,2024-01,0,0.0,24.5,24.500000000000004,Châu Mỹ,Nước Ngoài
107,Pháp,3,1.164011,6.38851,7.5525210000000005,2024-02-29,2024-02,2024-01,1,0.04999999999999982,0.9000000000000004,0.9500000000000011,Châu Âu,Nước Ngoài
108,Phần Lan,1,1.081,0,1.081,2024-02-29,2024-02,2024-01,,,,,Châu Âu,Nước Ngoài
109,Na-uy,1,0.5,0,0.5,2024-02-29,2024-02,2024-01,0,0.0,0,0.0,Châu Âu,Nước Ngoài
110,TỔNG SỐ,190,2011.1155299599993,235.40943411181638,2246.5249640718157,2024-01-29,2024-01,2023-12,190,2011.1155299599993,235.40943411181638,2246.5249640718157,TỔNG SỐ,TỔNG SỐ
111,Hà Nội,10,859.8437823400001,5.095305234375,864.9390875743751,2024-01-29,2024-01,2023-12,10,418.8680154,5.095305234375,117.30405255039057,Miền Bắc,Trong Nước
112,Bà Rịa - Vũng Tàu,2,279.267159,0,279.267159,2024-01-29,2024-01,2023-12,,,,,Miền Nam,Trong Nước
113,Hải Phòng,11,139.962281,7.65,147.612281,2024-01-29,2024-01,2023-12,11,139.962281,7.65,147.612281,Miền Bắc,Trong Nước
114,Đồng Nai,5,138.75783,25.247414,164.005244,2024-01-29,2024-01,2023-12,5,138.75783,25.247414,164.005244,Miền Nam,Trong Nước
115,Hưng Yên,3,133.335259,-46.597724,86.73753500000001,2024-01-29,2024-01,2023-12,3,133.335259,-46.597724,86.73753500000001,Miền Bắc,Trong Nước
116,Bắc Ninh,21,129.799548,33.824492625,163.624040625,2024-01-29,2024-01,2023-12,21,129.799548,33.824492625,163.624040625,Miền Bắc,Trong Nước
117,Bắc Giang,8,63.622626,132.0800123125,195.7026383125,2024-01-29,2024-01,2023-12,8,63.622626,132.0800123125,195.7026383125,Miền Bắc,Trong Nước
118,Thái Bình,3,63.3508,1,64.35079999999999,2024-01-29,2024-01,2023-12,3,63.3508,1,64.35079999999999,Miền Bắc,Trong Nước
119,Bình Dương,4,42.928445,5.277498,48.205943000000005,2024-01-29,2024-01,2023-12,4,42.928445,5.277498,48.205943000000005,Miền Nam,Trong Nước
120,TP. Hồ Chí Minh,80,23.77914762,8.878362689941406,32.65751030994141,2024-01-29,2024-01,2023-12,80,23.77914762,8.878362689941406,32.65751030994141,Miền Nam,Trong Nước
121,Hà Nam,3,16.98,1.398899,18.378899,2024-01-29,2024-01,2023-12,3,16.98,1.398899,18.378899,Miền Bắc,Trong Nước
122,Thừa Thiên - Huế,4,16.091,0,16.091,2024-01-29,2024-01,2023-12,,,,,Miền Trung,Trong Nước
123,Yên Bái,2,13.641664,0,13.641664,2024-01-29,2024-01,2023-12,,,,,Miền Bắc,Trong Nước
124,Quảng Ninh,2,12.5,-7.213437,5.286563,2024-01-29,2024-01,2023-12,,,,,Miền Bắc,Trong Nước
125,Nam Định,2,12,0.61237,12.61237,2024-01-29,2024-01,2023-12,2,12,0.61237,12.61237,Miền Bắc,Trong Nước
126,Long An,6,11.73684,9.33502725,21.07186725,2024-01-29,2024-01,2023-12,6,11.73684,9.33502725,21.07186725,Miền Nam,Trong Nước
127,Hải Dương,5,10.14,15.62,25.759999999999998,2024-01-29,2024-01,2023-12,5,10.14,15.62,25.759999999999998,Miền Bắc,Trong Nước
128,Phú Thọ,1,3.5,-6,-2.5,2024-01-29,2024-01,2023-12,,,,,Miền Bắc,Trong Nước
129,Xin-ga-po,30,1318.4517024099998,16.024158,1334.4758604099998,2024-01-29,2024-01,2023-12,30,1318.4517024099998,16.024158,1334.4758604099998,Châu Á,Nước Ngoài
130,Nhật Bản,13,302.60755539999997,-9.92823,292.6793254,2024-01-29,2024-01,2023-12,13,302.60755539999997,-9.92823,292.6793254,Châu Á,Nước Ngoài
131,Trung Quốc,59,142.05010785,-1.9061126875,140.14399516249998,2024-01-29,2024-01,2023-12,59,142.05010785,-1.9061126875,140.14399516249998,Châu Á,Nước Ngoài
132,Đặc khu hành chính Hồng Kông (TQ),17,74.663333,11.21752525,85.88085824999999,2024-01-29,2024-01,2023-12,,,,,Châu Á,Nước Ngoài
133,Xa-moa,4,49.425,131.64,181.065,2024-01-29,2024-01,2023-12,,,,,Châu Úc,Nước Ngoài
134,Ca-na-da,1,39.900249,0,39.900249,2024-01-29,2024-01,2023-12,,,,,Châu Mỹ,Nước Ngoài
135,I-ta-li-a,1,39.3,-39.3,0.0,2024-01-29,2024-01,2023-12,,,,,Châu Âu,Nước Ngoài
136,Hàn Quốc,24,19.714448,16.353664549316406,36.06811254931641,2024-01-29,2024-01,2023-12,24,19.714448,16.353664549316406,36.06811254931641,Châu Á,Nước Ngoài
137,Đài Loan,11,14.1465303,22.21102,36.3575503,2024-01-29,2024-01,2023-12,11,14.1465303,22.21102,36.3575503,Châu Á,Nước Ngoài
138,Xây-Sen,1,3.5,0,3.5,2024-01-29,2024-01,2023-12,,,,,Châu Phi,Nước Ngoài
139,Hoa Kỳ,7,2.679501,0,2.679501,2024-01-29,2024-01,2023-12,7,2.679501,0,2.679501,Châu Mỹ,Nước Ngoài
140,Quần đảo Vigin thuộc Anh,1,2.378196,8,10.378195999999999,2024-01-29,2024-01,2023-12,,,,,Châu Mỹ,Nước Ngoài
