,Phân Loại,E-Total-M,YOP,YTD-YOY,Total-YOY,Total-Pre-Month,E-MOM,Date,Month,PreMonth,PreYearMonth,Total-M,MOM,M-YOY
41,Bộ NN và PTNT,1246.8200000000002,83.9686044202972,21.993480680356512,9854.06,1049.92,18.75380981408108,2024-12-29,2024-12,2024-11,2023-12,1246.8200000000002,18.75380981408108,1.9285007725448224
42,Bộ Y tế,179.54,58.87467979506883,28.127960279178154,1176.7399999999998,151.61,18.422267660444547,2024-12-29,2024-12,2024-11,2023-12,179.54,18.422267660444547,38.833900402103296
43,Bộ Giáo dục - Đào tạo,167.94,54.071058133839244,-0.18550215523033842,1113.82,138.52,21.238810280103948,2024-12-29,2024-12,2024-11,2023-12,167.94,21.238810280103948,-6.299168665959925
44,Bộ Tài nguyên và Môi trường,105.72,67.38379802178899,-44.56688212619492,752.111,98.32,7.52644426362896,2024-12-29,2024-12,2024-11,2023-12,105.72,7.52644426362896,-50.76378539493294
45,"Bộ Văn hoá, Thể thao và Du lịch",93.62,64.68576153961808,-27.416514651454605,688.3599999999999,78.43,19.367588932806328,2024-12-29,2024-12,2024-11,2023-12,93.62,19.367588932806328,-40.679254847294374
46,Bộ Công Thương,68.21,75.78765810655423,4.789075749010749,593.19,64.22,6.213017751479285,2024-12-29,2024-12,2024-11,2023-12,68.21,6.213017751479285,-2.8762637049694035
47,Bộ Xây dựng,60.3,76.65698251439088,20.87352397211552,424.81,51.71,16.611873912202668,2024-12-29,2024-12,2024-11,2023-12,60.3,16.611873912202668,32.702464788732414
48,Bộ Thông tin và Truyền thông,42.71,90.59792247276413,45.49782316800258,357.59,40.220000000000006,6.19094977623071,2024-12-29,2024-12,2024-11,2023-12,42.71,6.19094977623071,68.01730920535013
49,Bộ Khoa học và Công nghệ,33.83,64.293430335097,20.603773584905667,233.308,30.21,11.982787156570666,2024-12-29,2024-12,2024-11,2023-12,33.83,11.982787156570666,24.7418879056047
50,Vốn ngân sách NN cấp tỉnh,50201.37992,80.26902855036933,2.558438858058551,370180.78874,45756.35,9.71456403318885,2024-12-29,2024-12,2024-11,2023-12,50201.37992,9.71456403318885,13.982557379047236
51,Vốn ngân sách NN cấp huyện,19690.47727,92.00323701117982,8.740528070559407,154474.52150000003,18469.409,6.611301260370595,2024-12-29,2024-12,2024-11,2023-12,19690.47727,6.611301260370595,18.131187533424196
52,Vốn ngân sách NN cấp xã,2660.001,104.27005793346551,0.08744897095343163,23834.713,2418.506,9.985296707967663,2024-12-29,2024-12,2024-11,2023-12,2660.001,9.985296707967663,10.027242073077929
53,Hà Nội,9822.916,87.2707550945187,38.6965913296865,72289.153,9070.138,8.299520911368703,2024-12-29,2024-12,2024-11,2023-12,9822.916,8.299520911368703,45.581296430093175
54,TP. Hồ Chí Minh,8019.623,63.99047220643418,2.9167991712062644,50793.202,7824.383,2.4952766243677047,2024-12-29,2024-12,2024-11,2023-12,8019.623,2.4952766243677047,11.079695533139727
55,Hải Phòng,3258.606,93.81841381945245,-1.4857864424824214,20487.006,3082.379,5.717239833258674,2024-12-29,2024-12,2024-11,2023-12,3258.606,5.717239833258674,27.866193176244394
56,Bình Dương,2195.786,91.95616363636363,7.677975174462674,20230.356,2134.594,2.8666809707138725,2024-12-29,2024-12,2024-11,2023-12,2195.786,2.8666809707138725,18.120072471252485
57,Bà Rịa - Vũng Tàu,2165.86919,79.42243354414622,12.567848360828023,17942.42124,1809.306,19.707179990559908,2024-12-29,2024-12,2024-11,2023-12,2165.86919,19.707179990559908,14.935465092213946
58,Đồng Nai,2847.747,80.78044706753212,57.57353725574751,16720.689,2586.354,10.10662113538983,2024-12-29,2024-12,2024-11,2023-12,2847.747,10.10662113538983,155.89744142725817
59,Hưng Yên,2256.187,83.10898848177433,8.283360569326547,16498.016,2091.675,7.865084202851762,2024-12-29,2024-12,2024-11,2023-12,2256.187,7.865084202851762,61.38087952442365
60,Quảng Ninh,1489.497,79.57314255975449,7.536551608292868,13623.296,1451.025,2.6513671370238256,2024-12-29,2024-12,2024-11,2023-12,1489.497,2.6513671370238256,7.56681143741902
61,Thanh Hóa,1173.186,96.74431784152165,17.531792592814696,12857.85,1118.375,4.900950039119252,2024-12-29,2024-12,2024-11,2023-12,1173.186,4.900950039119252,8.661736756113925
62,Nghệ An,1263.197,95.11326897954416,13.27740118650847,9786.754,1213.849,4.065415055744154,2024-12-29,2024-12,2024-11,2023-12,1263.197,4.065415055744154,51.381515400637056
63,Long An,1092.277,99.55356454384116,-2.257215200129224,9747.625,1069.124,2.165604738084653,2024-12-29,2024-12,2024-11,2023-12,1092.277,2.165604738084653,-15.789737433919043
64,Thái Nguyên,1529.215,92.46651924909331,8.62155860309852,8896.803,1416.375,7.966816697555373,2024-12-29,2024-12,2024-11,2023-12,1529.215,7.966816697555373,92.57912705538925
65,Thái Bình,1108.366,95.48812304995644,3.4242380692347325,8729.317,967.549,14.553991580788164,2024-12-29,2024-12,2024-11,2023-12,1108.366,14.553991580788164,5.836664304907572
66,Vĩnh Phúc,1126.729,83.90060678411429,-23.466378643396553,8619.257,994.09,13.34275568610488,2024-12-29,2024-12,2024-11,2023-12,1126.729,13.34275568610488,-28.48008703788102
67,Bình Định,1229.31,98.18063525854356,0.7542502184980009,8569.953,800.221,53.6213121125289,2024-12-29,2024-12,2024-11,2023-12,1229.31,53.6213121125289,32.93286906873135
68,Nam Định,1218.9,92.53470834846624,-16.705791469628807,8395.105,1109.975,9.81328408297486,2024-12-29,2024-12,2024-11,2023-12,1218.9,9.81328408297486,
69,An Giang,842.368,85.62270273939208,14.485426045726712,8275.239,833.071,1.1159913140656812,2024-12-29,2024-12,2024-11,2023-12,842.368,1.1159913140656812,
70,Cần Thơ,1039.776,86.65991620852114,7.479440726304844,8255.455,905.505,14.82830023025825,2024-12-29,2024-12,2024-11,2023-12,1039.776,14.82830023025825,21.647935868367313
71,Hà Nam,918.022,97.85968112018314,3.7906353817442238,7921.704,901.103,1.8775878007286622,2024-12-29,2024-12,2024-11,2023-12,918.022,1.8775878007286622,-17.42951095696725
72,Thừa Thiên - Huế,1027.563,85.86453263498741,4.677249323199575,7751.03,939.268,9.400405422094664,2024-12-29,2024-12,2024-11,2023-12,1027.563,9.400405422094664,3.5640999798427657
73,Bắc Giang,1081.46,83.86029164949822,-38.897231620865014,7532.401,911.178,18.68811582369196,2024-12-29,2024-12,2024-11,2023-12,1081.46,18.68811582369196,-19.200386716844207
74,Quảng Nam,510.364,85.50627063433521,-2.2465723540883857,7295.047,615.598,-17.094597448334795,2024-12-29,2024-12,2024-11,2023-12,510.364,-17.094597448334795,-38.37076752161522
75,TỔNG SỐ,75880.672,73.47544097043541,2.3516754724540903,572049.82305,68603.20999999999,10.608048807045648,2024-11-29,2024-11,2024-10,2023-11,79042.785,15.217327294160171,14.319315682712059
76,Trung ương,13236.52,79.61837935712481,0.46390981894957406,100119.62000000001,11984.61,10.44598030307202,2024-11-29,2024-11,2024-10,2023-11,12398.52,3.453679343758381,2.4544064785357165
77,Bộ Giao thông Vận tải,8479.13,85.64432252266222,-13.986929520132236,62748.409999999996,7751.22,9.390908785971746,2024-11-29,2024-11,2024-10,2023-11,7689.129999999999,-0.8010351918794782,-12.571264187457516
78,Bộ NN và PTNT,980.9200000000001,84.24168336554713,20.184113846543667,8538.24,854.32,14.818803258732089,2024-11-29,2024-11,2024-10,2023-11,1049.92,22.89540219121639,1.5779646094755435
79,Bộ Y tế,152.61,49.94196285622798,26.50014573749509,998.1999999999999,125.62,21.4854322560102,2024-11-29,2024-11,2024-10,2023-11,151.61,20.68938067186754,59.70715263878648
80,Bộ Giáo dục - Đào tạo,143.52,46.161038370926235,1.1940489113083714,950.88,115.82,23.916422034191,2024-11-29,2024-11,2024-10,2023-11,138.52,19.599378345708885,-3.483835005574136
81,Bộ Tài nguyên và Môi trường,97.32,57.82244481077981,-43.735691806079835,645.391,81.71,19.104148818994005,2024-11-29,2024-11,2024-10,2023-11,98.32,20.32798923020438,-45.41416833222297
82,"Bộ Văn hoá, Thể thao và Du lịch",83.43,56.358066456172,-24.327802662292598,599.74,74.91,11.373648378053673,2024-11-29,2024-11,2024-10,2023-11,78.43,4.698972099853165,-35.6234096692112
83,Bộ Công Thương,67.91999999999999,67.5456752267791,6.642460917801316,528.6800000000001,62.53999999999999,8.602494403581701,2024-11-29,2024-11,2024-10,2023-11,64.22,2.6862807803006206,8.260283209710039
84,Bộ Xây dựng,45.61,64.67509969864842,17.20022236028906,358.40999999999997,41.669999999999995,9.455243580513567,2024-11-29,2024-11,2024-10,2023-11,51.71,24.09407247420208,37.893333333333345
85,Bộ Thông tin và Truyền thông,44.32,70.76923076923079,45.713637395053325,321.08000000000004,40.9,8.361858190709043,2024-11-29,2024-11,2024-10,2023-11,40.220000000000006,-1.6625916870415551,108.07035695809626
86,Bộ Khoa học và Công nghệ,33.21,56.348655202821874,22.935128960500222,204.478,30.520000000000003,8.813892529488854,2024-11-29,2024-11,2024-10,2023-11,30.21,-1.0157273918741936,24.628712871287135
87,Địa phương,62644.152,72.29213971470732,2.7613218381991658,471930.20305,56618.6,10.642354279335777,2024-11-29,2024-11,2024-10,2023-11,62644.152,10.642354279335777,7.794474936354305
88,Vốn ngân sách NN cấp tỉnh,42541.34,68.47877314777884,1.151766662143956,316756.54982,38224.279,11.294028593711332,2024-11-29,2024-11,2024-10,2023-11,45756.35,19.704939365893594,14.256231885838488
89,Vốn ngân sách NN cấp huyện,17596.334,79.58130258465435,6.697851782466316,133910.96923000002,15912.515,10.581727652731203,2024-11-29,2024-11,2024-10,2023-11,18469.409,16.068446754017202,23.853340881453605
90,Vốn ngân sách NN cấp xã,2506.478,96.74180514710635,3.245841504716765,21262.684,2481.806,0.9941147696475952,2024-11-29,2024-11,2024-10,2023-11,2418.506,-2.55056196979136,16.210131999198524
91,Hà Nội,8919.778,75.23056246304546,38.175393826481695,62315.877,8022.239,11.188135880768456,2024-11-29,2024-11,2024-10,2023-11,9070.138,13.062425589663945,57.30569790030441
92,TP. Hồ Chí Minh,5704.308,51.216241846815656,-3.2724154350785,40653.504,4840.378,17.848399443183993,2024-11-29,2024-11,2024-10,2023-11,7824.383,61.648181195766114,23.77487616395129
93,Bình Dương,2097.476,81.8066,7.668068823036961,17997.452,2049.522,2.3397650769301492,2024-11-29,2024-11,2024-10,2023-11,2134.594,4.150821508624929,20.763506304092246
94,Hải Phòng,2696.105,77.12701146606582,-6.968366332654924,16842.126,2195.412,22.806334300805517,2024-11-29,2024-11,2024-10,2023-11,3082.379,40.40093613408325,23.86011073709402
95,Bà Rịa - Vũng Tàu,1911.457,70.28734978891046,12.052823319617275,15878.703049999998,1564.13,22.205762948092556,2024-11-29,2024-11,2024-10,2023-11,1809.306,15.674911931872671,1.0328146156188183
96,Hưng Yên,2082.229,71.69583026317838,6.8321013418432415,14232.383,1744.094,19.387429805962284,2024-11-29,2024-11,2024-10,2023-11,2091.675,19.929029054626653,85.41409968886015
97,Đồng Nai,2578.354,66.9596995129845,45.60992639418936,13859.942,2094.358,23.10951613811963,2024-11-29,2024-11,2024-10,2023-11,2586.354,23.49149476832517,142.56657710000985
98,Quảng Ninh,1503.518,71.17965803508898,5.710741536230174,12186.292,1469.909,2.2864680738739622,2024-11-29,2024-11,2024-10,2023-11,1451.025,-1.2847053797207906,10.176035644484529
99,Thanh Hóa,1130.403,88.00759757987404,18.69833703279629,11696.692,1103.111,2.4740937222092754,2024-11-29,2024-11,2024-10,2023-11,1118.375,1.3837229435659708,6.480873193145612
100,Long An,1020.642,85.57145561429869,-0.3172594197139489,8606.866,974.924,4.689391173055554,2024-11-29,2024-11,2024-10,2023-11,1069.124,9.662291624783066,-11.812533045843082
101,Nghệ An,1078.582,84.5695199323306,7.256697909576843,8388.29,1040.233,3.6865779109103585,2024-11-29,2024-11,2024-10,2023-11,1213.849,16.690106927967108,52.779574832286556
102,Thái Bình,949.919,74.9153752118514,3.770435040853343,7603.321,826.96,14.868796556060744,2024-11-29,2024-11,2024-10,2023-11,967.549,17.00070136403211,-0.5393731059749456
103,An Giang,850.668,77.08891632415124,13.27160292055143,7450.468,836.037,1.7500421632056913,2024-11-29,2024-11,2024-10,2023-11,833.071,-0.3547689874969677,24.48294669206919
104,Vĩnh Phúc,872.1,76.518816181479,-19.331694912193427,7370.538,870.07,0.23331456089738367,2024-11-29,2024-11,2024-10,2023-11,994.09,14.2540255381751,-24.00783397597212
105,Cần Thơ,943.624,76.14744504245753,5.9235766542842185,7253.798,836.093,12.861129084922382,2024-11-29,2024-11,2024-10,2023-11,905.505,8.301947271415983,22.59997156725359
106,Bình Định,709.209,83.05452514967475,-4.179949433516072,7249.631,739.231,-4.061247431452415,2024-11-29,2024-11,2024-10,2023-11,800.221,8.250465686639231,45.364427885549844
107,Thái Nguyên,1201.299,76.92583880233401,-2.8218605283608866,7153.863,952.987,26.05617915039764,2024-11-29,2024-11,2024-10,2023-11,1416.375,48.62479761004087,86.14518634560741
108,Hà Nam,916.718,86.71192032772976,7.883458825735374,7019.297,893.946,2.547357446646643,2024-11-29,2024-11,2024-10,2023-11,901.103,0.8006076429672362,
109,Nam Định,943.54,77.4612860431952,-18.019602027660454,7009.77,773.035,22.05656923683921,2024-11-29,2024-11,2024-10,2023-11,1109.975,43.586642260699705,
110,Quảng Nam,648.926,79.91486466829816,3.391894682984116,6818.011,668.831,-2.976088129886321,2024-11-29,2024-11,2024-10,2023-11,615.598,-7.9591107469600075,-29.320007118540943
111,Thừa Thiên - Huế,956.485,78.93031008618807,4.166065274279745,6740.684,893.915,6.999546936789301,2024-11-29,2024-11,2024-10,2023-11,939.268,5.073524887713049,
112,TỔNG SỐ,68360.46,64.33056084846629,1.824493800443733,495926.40105,63869.280999999995,7.031829589564367,2024-10-29,2024-10,2024-09,2023-10,68603.20999999999,7.411902758072372,5.274460340753365
113,Trung ương,12284.61,70.11817250583579,-0.2283063218535375,87183.1,11582.11,6.065388776311039,2024-10-29,2024-10,2024-09,2023-10,11984.61,3.4751871636515403,6.9182889305414506
114,Bộ Giao thông Vận tải,7721.52,76.1083351606351,-15.537617195578022,54239.58,7356.23,4.965722931447232,2024-10-29,2024-10,2024-09,2023-10,7751.22,5.369462346881491,-3.739295010630471
115,Bộ NN và PTNT,919.72,75.2087976707405,23.83209680799392,7622.72,830.32,10.766933230561705,2024-10-29,2024-10,2024-09,2023-10,854.32,2.8904518739763034,2.2647833373234505
116,Bộ Y tế,187.52,43.06274116242451,43.409300449464126,995.49,164.91,13.710508762355218,2024-10-29,2024-10,2024-09,2023-10,125.62,-23.825116730337754,53.720019579050415
117,Bộ Giáo dục - Đào tạo,131.82,42.44632920032292,9.003415862567635,874.3599999999999,123.11999999999999,7.06627680311891,2024-10-29,2024-10,2024-09,2023-10,115.82,-5.929174788823914,-0.5068293101967214
118,Bộ Tài nguyên và Môi trường,79.71,48.92407898509173,-43.54396484879815,546.0709999999999,73.11,9.027492819039807,2024-10-29,2024-10,2024-09,2023-10,81.71,11.763096703597313,-41.97557165175402
119,Bộ Công Thương,79.24,49.774038006996314,20.628737712806185,526.46,71.91,10.193297177026835,2024-10-29,2024-10,2024-09,2023-10,62.53999999999999,-13.030176609650951,10.08625242034853
120,"Bộ Văn hoá, Thể thao và Du lịch",82.91,49.45778830251089,-21.88000949949533,526.31,72.52,14.327082184225048,2024-10-29,2024-10,2024-09,2023-10,74.91,3.2956425813568586,-21.56842215474819
121,Bộ Xây dựng,43.37,56.7515383366115,17.127853711221192,314.5,40.51,7.059985188842262,2024-10-29,2024-10,2024-09,2023-10,41.669999999999995,2.8634904961737817,30.545112781954884
122,Bộ Thông tin và Truyền thông,42.699999999999996,61.39739916244215,40.814882216156064,278.56,40.260000000000005,6.060606060606034,2024-10-29,2024-10,2024-09,2023-10,40.9,1.5896671634376531,106.35721493440968
123,Bộ Khoa học và Công nghệ,39.42,54.33421516754851,39.15449220128451,197.168,35.41,11.324484608867564,2024-10-29,2024-10,2024-09,2023-10,30.520000000000003,-13.80965828861902,26.063610078479968
124,Vốn ngân sách NN cấp tỉnh,38048.727,8.334293178131992,1.0632059027993819,274039.65781999996,35452.257,7.3238496494031295,2024-10-29,2024-10,2024-09,2023-10,38224.279,7.819028277945762,3.3920071360910953
125,Vốn ngân sách NN cấp huyện,15483.058,68.9358620381639,4.845027472828221,115885.17823,14441.022,7.215805086371319,2024-10-29,2024-10,2024-09,2023-10,15912.515,10.189673556345241,5.983181863256149
126,Vốn ngân sách NN cấp xã,2544.065,85.81949711692288,4.715124640360187,18818.465,2393.892,6.273173560043645,2024-10-29,2024-10,2024-09,2023-10,2481.806,3.672429666835427,25.821094982580377
127,Hà Nội,7783.143,64.17355298618031,35.1454428477208,53157.003,7155.502,8.771446084425662,2024-10-29,2024-10,2024-09,2023-10,8022.239,12.112874819963707,39.10031032212501
128,TP. Hồ Chí Minh,4759.298,43.92767378179314,-2.3230935586345254,34868.116,4794.358,-0.7312762209246841,2024-10-29,2024-10,2024-09,2023-10,4840.378,0.9598782569011206,-12.93169197206548
129,Bình Dương,2015.844,72.11953636363637,7.269469286392209,15866.298,1978.405,1.8923830055019124,2024-10-29,2024-10,2024-09,2023-10,2049.522,3.5946633778220445,21.36807204194038
130,Bà Rịa - Vũng Tàu,1774.154,62.755927604313634,11.895834225462721,14177.27005,1572.234,12.842871989792883,2024-10-29,2024-10,2024-09,2023-10,1564.13,-0.5154449019675127,-4.326973536697622
131,Hải Phòng,1998.887,69.84267556679754,-9.615449409518106,13949.496,1973.938,1.2639201433885034,2024-10-29,2024-10,2024-09,2023-10,2195.412,11.219906602942942,-15.39049113636031
132,Hưng Yên,1668.305,60.82478412614821,4.03995240880451,12074.365,1434.296,16.31525152409266,2024-10-29,2024-10,2024-09,2023-10,1744.094,21.599307255963907,78.00146965769224
133,Đồng Nai,1900.058,53.56454398538746,31.17485104936563,11087.288,1785.756,6.400762478188511,2024-10-29,2024-10,2024-09,2023-10,2094.358,17.281308308637918,86.93482855633152
134,Thanh Hóa,1273.523,80.78448683982029,21.954929373328213,10736.701,1245.534,2.2471486125629383,2024-10-29,2024-10,2024-09,2023-10,1103.111,-11.434693874274004,9.863844289895837
135,Quảng Ninh,1487.658,62.501339040341755,3.455276004702256,10700.523,1343.204,10.754434918299822,2024-10-29,2024-10,2024-09,2023-10,1469.909,9.433042188677248,7.159109051714395
136,Long An,1022.55,75.89750513615688,3.578817512084001,7633.85,1013.922,0.8509530318900289,2024-10-29,2024-10,2024-09,2023-10,974.924,-3.8462524730699243,-15.899654859783013
137,Nghệ An,1032.507,73.61752065015864,3.9242976090663433,7301.982,916.218,12.692285023869871,2024-10-29,2024-10,2024-09,2023-10,1040.233,13.535534119609082,26.588759002217245
138,Thái Bình,833.151,65.61684142405919,4.805120593843853,6659.593,806.155,3.348735664977582,2024-10-29,2024-10,2024-09,2023-10,826.96,2.5807692069142973,-2.9491050817461684
139,An Giang,843.735,68.36682748439384,10.779265937716787,6607.498,828.272,1.86689879653062,2024-10-29,2024-10,2024-09,2023-10,836.037,0.9374939633357116,30.753158033847342
140,Bình Định,767.979,70.98919023303066,-6.360560527799748,6569.17,749.823,2.4213714436607034,2024-10-29,2024-10,2024-09,2023-10,739.231,-1.4126000402761747,6.995678088516684
141,Vĩnh Phúc,876.5,67.53167798290775,-13.907770520707757,6504.868,817.577,7.207027594954354,2024-10-29,2024-10,2024-09,2023-10,870.07,6.420557329768343,-26.726196140718173
142,Cần Thơ,746.872,70.42167632024095,3.174279109679361,6220.953,723.402,3.2443924678118066,2024-10-29,2024-10,2024-09,2023-10,836.093,15.577922095874769,9.46792200361621
143,Quảng Nam,681.845,72.46125078868624,8.014959011058707,6182.099,660.909,3.1677583449461366,2024-10-29,2024-10,2024-09,2023-10,668.831,1.198652159374447,-29.71289553054426
144,Nam Định,805.44,67.39281177671191,-17.33885669503165,6098.635,692.85,16.2502706213466,2024-10-29,2024-10,2024-09,2023-10,773.035,11.573212094970046,
145,Hà Nam,884.759,75.2738802232796,12.220098573480186,6093.392,865.912,2.1765491181551937,2024-10-29,2024-10,2024-09,2023-10,893.946,3.237511433032452,
146,Thái Nguyên,921.75,63.672318899300706,-10.292425090130592,5921.327,736.95,25.0763281090983,2024-10-29,2024-10,2024-09,2023-10,952.987,29.315014587149733,12.252801941187215
147,Thừa Thiên - Huế,882.9,70.63520349765865,3.5111075012770385,5773.184,849.285,3.9580352885074035,2024-10-29,2024-10,2024-09,2023-10,893.915,5.255008624902118,
148,Bắc Giang,673.35,61.61673945411553,-37.3560420027113,5471.686,633.755,6.247682464043677,2024-10-29,2024-10,2024-09,2023-10,673.35,6.247682464043677,-32.505375212377274
149,TỔNG SỐ,64371.28784,55.7396566987631,1.9927766530391153,428067.94788999995,62284.3372,3.350682906520518,2024-09-29,2024-09,2024-08,2023-09,63869.280999999995,2.5446908022969126,2.8506374595815345
150,Trung ương,11840.109999999999,60.445610797885394,-1.112314736466331,75156.49,11162.62,6.069274059315816,2024-09-29,2024-09,2024-08,2023-09,11582.11,3.75798871591077,3.7318759779068102
151,Bộ Giao thông Vận tải,7480.23,65.44758523319044,-17.001280515451967,46642.06,6921.41,8.073788433281663,2024-09-29,2024-09,2024-08,2023-09,7356.23,6.282245958554682,-9.101771693921279
152,Bộ NN và PTNT,855.72,66.38507963664027,26.657241980388875,6728.400000000001,933.1199999999999,-8.294753086419732,2024-09-29,2024-09,2024-08,2023-09,830.32,-11.016803840877898,0.09764800906559401
153,Bộ Y tế,173.81,35.336026854463334,37.78928547331489,816.87,155.32,11.904455318053067,2024-09-29,2024-09,2024-08,2023-09,164.91,6.174349729590517,103.06612486147026
154,Bộ Giáo dục - Đào tạo,138.32,36.784941543817986,10.5173344223561,757.74,121.15,14.172513413124221,2024-09-29,2024-09,2024-08,2023-09,123.11999999999999,1.6260833677259399,15.000934055669717
155,Bộ Tài nguyên và Môi trường,79.31,42.338105647935784,-42.11861396567984,472.56100000000004,72.72,9.06215621562157,2024-09-29,2024-09,2024-08,2023-09,73.11,0.5363036303630366,-47.22061796130524
156,Bộ Công Thương,72.71,42.3579464876619,18.11135716545398,448.02,69.81,4.154132645752753,2024-09-29,2024-09,2024-08,2023-09,71.91,3.0081650193382075,35.1183765501691
157,"Bộ Văn hoá, Thể thao và Du lịch",74.62,41.86400541271989,-22.898530658867088,445.5,68.92,8.270458502611717,2024-09-29,2024-09,2024-08,2023-09,72.52,5.223447475333714,-12.224642943597203
158,Bộ Xây dựng,52.11,54.62764133749572,28.389668773060805,302.73,50.31,3.577817531305911,2024-09-29,2024-09,2024-08,2023-09,40.51,-19.47922878155437,27.711223203026478
159,Bộ Thông tin và Truyền thông,44.52,52.92484020277717,41.49675898644662,240.12,41.82,6.456241032998577,2024-09-29,2024-09,2024-08,2023-09,40.260000000000005,-3.730272596843605,100.19890601690707
160,Bộ Khoa học và Công nghệ,34.41,43.195546737213405,31.632515955660068,156.748,31.63,8.789124249130566,2024-09-29,2024-09,2024-08,2023-09,35.41,11.950679734429343,43.82615759545084
161,Địa phương,52531.17784,54.83056772645969,2.6793962787965455,352911.45788999996,51121.7172,2.757068262174883,2024-09-29,2024-09,2024-08,2023-09,52531.17784,2.757068262174883,3.136524730386057
162,Vốn ngân sách NN cấp tỉnh,35583.23858999999,51.83460820623144,1.3977834262315554,236121.91241,33792.2947,5.299858757446259,2024-09-29,2024-09,2024-08,2023-09,35452.257,4.912250898427445,1.157929521721286
163,Vốn ngân sách NN cấp huyện,14664.91825,60.27805949319978,5.681292743318849,100626.01648,14965.4015,-2.0078529132679677,2024-09-29,2024-09,2024-08,2023-09,14441.022,-3.503945417034089,4.76892686485651
164,Vốn ngân sách NN cấp xã,2283.021,76.33620589500434,3.4870863060967565,16163.529,2364.021,-3.426365501829295,2024-09-29,2024-09,2024-08,2023-09,2393.892,1.2635674556190395,13.80518183979082
165,Hà Nội,7048.846,54.6486285998899,34.86049210168315,45267.204,7429.782,-5.127149087281438,2024-09-29,2024-09,2024-08,2023-09,7155.502,-3.6916291756608643,40.49450990686782
166,TP. Hồ Chí Minh,4875.5,38.034022668887054,0.1720346649451585,30189.96,4660.21,4.619748895436032,2024-09-29,2024-09,2024-08,2023-09,4794.358,2.87858272481283,-5.896256505215746
167,Bình Dương,1953.042,62.84132272727273,6.754582444071588,13825.091,1885.972,3.556256402534075,2024-09-29,2024-09,2024-08,2023-09,1978.405,4.901080185707968,21.92199206128622
168,Bà Rịa - Vũng Tàu,1690.94584,55.42808465713859,11.51857760813975,12521.827889999999,1523.1152,11.018906514753454,2024-09-29,2024-09,2024-08,2023-09,1572.234,3.224890671434437,3.1284190641111422
169,Hải Phòng,1953.75,59.73352179020004,-6.959213075847941,11930.421,1897.664,2.9555284813328484,2024-09-29,2024-09,2024-08,2023-09,1973.938,4.019362753364135,-17.05017109464856
170,Hưng Yên,1414.259,52.319737468944346,3.7241439231727753,10386.023,1573.505,-10.12046355111677,2024-09-29,2024-09,2024-08,2023-09,1434.296,-8.847064356325532,52.56082293513674
171,Thanh Hóa,1428.732,72.58072428616185,23.67535599831585,9646.376,1475.72,-3.1840728593500245,2024-09-29,2024-09,2024-08,2023-09,1245.534,-15.598216463827825,3.188525384678485
172,Quảng Ninh,1367.764,53.95544047564114,1.4698333640354093,9237.425,1385.605,-1.2875963929114107,2024-09-29,2024-09,2024-08,2023-09,1343.204,-3.06010731774208,0.9451935065198427
173,Đồng Nai,1825.518,44.57714265533809,25.846717828282294,9226.992,1443.242,26.48731120629806,2024-09-29,2024-09,2024-08,2023-09,1785.756,23.7322638892161,45.83790670325362
174,Long An,1000.373,65.59636885838525,7.117476491064025,6597.751,967.406,3.4077729515839366,2024-09-29,2024-09,2024-08,2023-09,1013.922,4.808322462337443,-10.348157088478317
175,Nghệ An,882.761,62.870626617507554,0.5078403464319194,6236.018,850.378,3.8080712342040783,2024-09-29,2024-09,2024-08,2023-09,916.218,7.742439244665306,12.734073641145514
176,Thái Bình,817.647,57.521051139630245,6.102315193957878,5837.934,765.27,6.844251048649497,2024-09-29,2024-09,2024-08,2023-09,806.155,5.342558835443697,3.7828394726373773
177,Bình Định,760.467,62.80511242942194,-8.105870987225842,5811.835,790.725,-3.8266148155174164,2024-09-29,2024-09,2024-08,2023-09,749.823,-5.172721236839621,4.290842632477165
178,An Giang,859.037,59.95514431173338,8.814137262704364,5794.528,820.74,4.6661549333528285,2024-09-29,2024-09,2024-08,2023-09,828.272,0.9177084094841348,35.78363065866222
179,Vĩnh Phúc,770.445,68.6123592667086,-9.824060140171525,5581.236,713.081,8.04452790075743,2024-09-29,2024-09,2024-08,2023-09,817.577,14.654155699001919,-19.601753942584835
180,Cần Thơ,763.523,62.42119951853442,5.812834047073665,5514.202,728.333,4.831581158618391,2024-09-29,2024-09,2024-08,2023-09,723.402,-0.6770254814761785,-21.634852353493656
181,Quảng Nam,656.118,64.41309377979,15.165336875809828,5495.463,784.474,-16.36204641581493,2024-09-29,2024-09,2024-08,2023-09,660.909,-15.751318718019974,
182,Nam Định,698.915,58.55933856278631,-16.482166294934146,5299.26,661.78,5.611381425851491,2024-09-29,2024-09,2024-08,2023-09,692.85,4.694913717549639,
183,Hà Nam,856.625,64.22940589467868,17.47619452166714,5199.346,841.768,1.7649756227368982,2024-09-29,2024-09,2024-08,2023-09,865.912,2.8682487336178184,
184,Thái Nguyên,707.643,53.44555645307671,-13.586581020610481,4970.27,742.375,-4.678498063647069,2024-09-29,2024-09,2024-08,2023-09,736.95,-0.7307627546724973,-17.472123954753286
185,Thừa Thiên - Huế,867.5,60.055738000565015,1.4559977280135428,4908.499,778.031,11.499413262453558,2024-09-29,2024-09,2024-08,2023-09,849.285,9.158246907899567,-3.8400135869565304
